"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
91.3846153846154,123.909090909091,307.944444444444,411.428571428571,116.16,967.5,216,1491.375,442.962962962963,571.35,19.9672727272727,40.3636363636364,26.6419098143236,49.1071428571429,97.8444444444444,546.5625,96.3764705882353,31.7948717948718,14.1473684210526,12.76,22.4615384615385,276.136363636364,261.130434782609,47.7083333333333,5.15121951219512,37.5076923076923,13.037037037037,163.5,5.98620689655172,10.1333333333333,4.62193548387097,4.2075,1.54197714853453,5.97285067873303,13.44,2.16666666666667,9.6,0.981386392811297,1.52680652680653,1.49558823529412,4.05853658536585,1.1025641025641,0.155547083492185,1.45454545454545,0.0693766937669377,0.31304347826087,0.0523731587561375,0.00666666666666667,NA
154.285714285714,253.076923076923,1916.66666666667,410.625,397.257142857143,800.277777777778,710,285.535714285714,862.222222222222,727.35,43.9561128526646,1106.91666666667,919.384615384615,825,29.104,130.7625,23.1905882352941,20.5977777777778,7.32528041415013,9.69024390243902,72,64.0636363636364,11.3947826086957,20.5128205128205,47.424,8.17384615384615,13.037037037037,6.24,3.34735071488646,9.5,8.03970223325062,3.4425,2.98666666666667,1.61406025824964,4.33846153846154,1.92111111111111,3.01871101871102,0.826059050064185,1.2,1.71346153846154,0.46162998215348,0.646666666666667,0.944543828264758,0.681818181818182,0.41025641025641,0.0922587486744433,0.340425531914894,0.0040650406504065,NA
57.1428571428571,42.1379310344828,111.515151515152,99.140625,130.9,247.761904761905,1614,526.166666666667,1342.22222222222,27.8707317073171,557.909090909091,465.583333333333,819.692307692308,140,48.1230769230769,109.3125,37.0678733031674,17.5666666666667,15.5368421052632,372.65,27.8974358974359,7.87250554323725,59.2347826086957,15.3799019607843,4.7424,6.32239819004525,6.57471264367816,33.75,10.9814323607427,5.14266666666667,8.88833746898263,20.71875,2.19955654101996,2.96470588235294,2.624,4.44444444444444,2.07567567567568,3.31781376518219,0.881801125703565,2.28461538461538,5.15121951219512,0.88,0.692093023255814,0.944055944055944,0.355555555555556,0.213913043478261,0.0518941359626362,0.0288461538461538,NA
50,48.7028985507246,308.060606060606,691.875,2279.2,791.916666666667,202.285714285714,1178.75,526.666666666667,284.7,530.272727272727,99.0092592592593,15.9507692307692,17.5,318.466666666667,39.0401785714286,55.2156862745098,83.0111111111111,20.9907120743034,9.46764705882353,5.81333333333333,5.25272727272727,3.59683794466403,13.0952380952381,3.69836065573771,38.5692307692308,6.81185185185185,25.35,8.11671087533156,2.3479674796748,16.7225806451613,5.14903846153846,4.66200466200466,3.93665158371041,0.88780487804878,2.88888888888889,1.33621621621622,1.18105263157895,0.194040194040194,0.889285714285714,0.216505178750418,0.214814814814815,1.33953488372093,0.110864745011086,0.0524590163934426,0.365217391304348,0.0654664484451719,0.00101626016260163,NA
54.0582524271845,170.375,475.333333333333,131.447368421053,543.4,637.833333333333,27.0508474576271,156.3125,537.777777777778,16.8103448275862,898.181818181818,471.75,436.153846153846,51.7857142857143,46.7904761904762,42.4285714285714,38.1848739495798,506.333333333333,91.5789473684211,6.67950819672131,8.84552845528455,8.02217294900222,11.7113043478261,55.2083333333333,18.9784615384615,16.8757396449704,7.78962962962963,13.5576923076923,11.4588859416446,9.54871794871795,4.52903225806452,5.92548076923077,67.3939393939394,11.5588235294118,10.16,9.02777777777778,2.89397089397089,2.53846153846154,4.92307692307692,1.35,2.73170731707317,0.413333333333333,0.183777651730006,0.818181818181818,0.113777777777778,0.365217391304348,0.0851063829787234,0.0040650406504065,NA
246.4,648.208333333333,99.2156862745098,334.6875,1007.6,1619.66666666667,1434,28.75,508.888888888889,487.5,61.4415584415584,761.583333333333,220.615384615385,65.2777777777778,6.44675324675325,15.5754310344828,233.411764705882,437.444444444444,9.43517329910141,343.65,24.2051282051282,55.7181818181818,52.2260869565217,3.9275956284153,15.8030769230769,14.2899408284024,2.79174256223437,6.03,5.24137931034483,4.58533333333333,7.72704714640199,7.02884615384615,3.25818181818182,4.61538461538461,1.888,0.968834688346883,7.13513513513514,2.42712550607287,1.79487179487179,0.801,0.447352766210589,1.17948717948718,0.198659834450138,0.387396694214876,1.17333333333333,0.443478260869565,0.0442553191489362,0.0288461538461538,NA
151.456310679612,295.886363636364,416.555555555556,1278.75,1531.2,1282.83333333333,2136,1814.25,1497.77777777778,1326,1167.63636363636,999,913.846153846154,19.8780487804878,28.7413333333333,128.7,22.8141176470588,513.222222222222,35.7085020242915,440.8,15.36,68.7272727272727,24,11.125,51.072,17.4881656804734,8.01777777777778,4.20731707317073,31.5862068965517,10.2794871794872,9.06699751861042,4.14375,1.43070044709389,1.58177905308465,2.336,3.94444444444444,1.60864864864865,6.6,1.14871794871795,1.8,0.671219512195122,2.26666666666667,1.67441860465116,0.272727272727273,0.0650406504065041,0.031304347826087,0.0041515308770109,0.00320512820512821,NA
43.5744680851064,291.724137931034,5596.66666666667,579.375,363.2,756.083333333333,2562,708.958333333333,475.555555555556,1661.4,467.515151515152,82.6333333333333,122.461538461538,69.4642857142857,17.2266666666667,26.7413793103448,30.6310160427808,35.8627450980392,587.368421052632,12.7670731707317,11.739837398374,455.318181818182,16.3686956521739,27.724358974359,25.5507692307692,58.3846153846154,10.4622222222222,9.63,16.551724137931,12.7641025641026,3.58300550747443,8.70432692307692,19.7818181818182,3.28235294117647,2.848,12.5666666666667,4.14137214137214,1.04492939666239,2.56410256410256,0.413114754098361,1.54596622889306,0.66,0.740608228980322,0.524475524475524,0.149333333333333,0.120401337792642,0.0111614928496686,0.0128205128205128,NA
52.1739130434783,78.3333333333333,189.111111111111,148.846153846154,309.76,561.388888888889,522,17.7666666666667,386.666666666667,409.5,11.366568914956,912.666666666667,19.7223264540338,715,627.866666666667,43.3125,37.2126696832579,87.1444444444444,13.6660617059891,8.13414634146342,6.86178861788618,10.3090909090909,9.31478260869565,8.41666666666667,14.8430769230769,6.79384615384615,11.7834757834758,5.37,9.28381962864722,4.23066666666667,18.4645161290323,13.70625,11.6363636363636,10.2352941176471,3.6,3.13888888888889,6.16216216216216,1.89271255060729,0.687179487179487,0.318292682926829,0.421463414634146,0.641025641025641,0.217674418604651,0.863636363636364,0.64,0.0730434782608696,0.0851063829787234,0.0288461538461538,NA
144.444444444444,273.1875,425.151515151515,375.46875,243.466666666667,1021.25,1698,161.4375,635.555555555556,178.1,24.5454545454545,863.333333333333,408.461538461538,12.5438596491228,634.666666666667,598.125,579.764705882353,540.777777777778,11.9383825417202,87.58,9.82113821138211,27.6608391608392,25.1304347826087,11.9583333333333,19.8646153846154,3.66897856242119,7.20296296296296,33.15,3.9529015979815,3.49105691056911,5.24903225806452,119,2.43606799704361,17.4705882352941,80.8,1.62059620596206,2.15351351351351,1.82947368421053,1.31282051282051,1.35,2.69268292682927,1.7,0.170164492342598,0.218181818181818,0.711111111111111,0.0573913043478261,0.0340425531914894,0.000683060109289617,NA
